station,date,temp_max,temp_mean,temp_min,rainfall,snow
72202,2022-11-29,28.9,26.087500000000002,23.3,True,False
72202,2022-11-30,29.4,26.920833333333334,24.4,False,False
72202,2022-12-01,27.8,25.020833333333332,23.3,True,False
72202,2022-12-02,27.8,25.5125,23.3,False,False
72202,2022-12-03,27.8,25.72083333333333,24.4,False,False
72202,2022-12-04,27.8,24.170833333333334,20.6,False,False
72202,2022-12-05,27.8,24.025000000000002,21.1,False,False
72202,2022-12-06,27.8,24.858333333333334,22.2,True,False
72202,2022-12-07,28.9,24.308333333333334,21.7,True,False
72202,2022-12-08,27.8,23.929166666666664,20.6,False,False
72202,2022-12-09,27.2,23.4875,20.0,False,False
72202,2022-12-10,27.2,23.962500000000002,20.0,False,False
72202,2022-12-11,27.2,23.058333333333334,17.8,False,False
72202,2022-12-12,26.1,22.21666666666667,18.9,False,False
72202,2022-12-13,27.2,22.570833333333336,18.9,False,False
72202,2022-12-14,27.2,24.025000000000002,19.4,True,False
72202,2022-12-15,28.3,25.575,23.3,False,False
72202,2022-12-16,26.7,24.375,22.8,True,False
72202,2022-12-17,26.1,22.537499999999998,20.0,True,False
72202,2022-12-18,26.7,23.65416666666667,22.8,True,False
72202,2022-12-19,25.6,21.483333333333334,17.2,False,False
72202,2022-12-20,26.7,23.412499999999998,21.1,True,False
72202,2022-12-21,26.7,23.650000000000002,21.1,True,False
72202,2022-12-22,28.9,24.7,20.6,False,False
72202,2022-12-23,27.8,24.166666666666668,21.7,True,False
72202,2022-12-24,23.9,12.804166666666667,9.4,False,False
72202,2022-12-25,10.6,9.270833333333334,7.8,True,False
72202,2022-12-26,13.3,10.883333333333333,9.4,True,False
72202,2022-12-27,22.8,15.966666666666667,12.8,True,False
72202,2022-12-28,24.4,19.279166666666665,14.4,False,False
72202,2022-12-29,26.1,23.337500000000002,20.6,False,False
72202,2022-12-30,27.8,24.633333333333336,22.8,False,False
72202,2022-12-31,28.3,24.808333333333334,21.1,False,False
72202,2023-01-01,29.4,24.59583333333333,21.7,False,False
72202,2023-01-02,28.3,24.46666666666667,20.6,False,False
72202,2023-01-03,27.8,25.133333333333336,23.3,False,False
72202,2023-01-04,28.3,25.275000000000002,23.3,False,False
72202,2023-01-05,28.3,24.837500000000002,22.2,False,False
72202,2023-01-06,25.6,23.079166666666666,19.4,False,False
72202,2023-01-07,26.1,20.820833333333333,16.7,False,False
72202,2023-01-08,26.1,22.016666666666666,17.2,False,False
72202,2023-01-09,26.7,22.620833333333334,18.9,True,False
72202,2023-01-10,26.7,21.945833333333336,17.8,False,False
72202,2023-01-11,26.1,19.787499999999998,13.9,False,False
72202,2023-01-12,26.1,21.233333333333334,16.1,False,False
72202,2023-01-13,27.2,21.154166666666665,17.8,True,False
72202,2023-01-14,18.9,13.845833333333333,9.4,False,False
72202,2023-01-15,17.2,11.970833333333333,7.2,False,False
72202,2023-01-16,22.8,14.737499999999999,7.8,False,False
72202,2023-01-17,24.4,18.241666666666667,12.2,False,False
72202,2023-01-18,26.1,20.6125,15.0,False,False
